week_start,origin_state,destination_state,equipment_type,avg_rate_per_mile,min_rate_per_mile,max_rate_per_mile,load_volume
2025-12-08,NJ,CT,Flatbed,4.2,3.7,4.96,10
2025-12-15,NJ,CT,Flatbed,4.51,3.97,5.32,4
2025-12-22,NJ,CT,Flatbed,3.94,3.47,4.65,14
2025-12-29,NJ,CT,Flatbed,3.6,3.17,4.25,8
2026-01-05,NJ,CT,Flatbed,4.27,3.76,5.04,9
2026-01-12,NJ,CT,Flatbed,3.99,3.51,4.71,10
2026-01-19,NJ,CT,Flatbed,3.85,3.39,4.54,18
2026-01-26,NJ,CT,Flatbed,3.19,2.81,3.76,2
2026-02-02,NJ,CT,Flatbed,3.59,3.16,4.24,6
2026-02-09,NJ,CT,Flatbed,3.74,3.29,4.41,2
2026-02-16,NJ,CT,Flatbed,3.37,2.97,3.98,11
2026-02-23,NJ,CT,Flatbed,3.79,3.34,4.47,10
2026-03-02,NJ,CT,Flatbed,3.54,3.12,4.18,14
2026-03-09,NJ,CT,Flatbed,3.91,3.44,4.61,16
2026-03-16,NJ,CT,Flatbed,3.39,2.98,4.0,16
2026-03-23,NJ,CT,Flatbed,3.44,3.03,4.06,18
2026-03-30,NJ,CT,Flatbed,3.89,3.42,4.59,14
2026-04-06,NJ,CT,Flatbed,3.68,3.24,4.34,2
2026-04-13,NJ,CT,Flatbed,3.62,3.19,4.27,13
2026-04-20,NJ,CT,Flatbed,3.66,3.22,4.32,11
2026-04-27,NJ,CT,Flatbed,3.43,3.02,4.05,5
2026-05-04,NJ,CT,Flatbed,3.59,3.16,4.24,12
2026-05-11,NJ,CT,Flatbed,4.03,3.55,4.76,12
2025-12-01,PA,NJ,Box Truck,4.68,4.12,5.52,11
2025-12-08,PA,NJ,Box Truck,4.48,3.94,5.29,18
2025-12-15,PA,NJ,Box Truck,5.03,4.43,5.94,3
2025-12-22,PA,NJ,Box Truck,4.94,4.35,5.83,14
2025-12-29,PA,NJ,Box Truck,4.66,4.1,5.5,6
2026-01-05,PA,NJ,Box Truck,4.6,4.05,5.43,17
2026-01-12,PA,NJ,Box Truck,4.75,4.18,5.6,10
2026-01-19,PA,NJ,Box Truck,4.53,3.99,5.35,14
2026-01-26,PA,NJ,Box Truck,3.9,3.43,4.6,3
2026-02-02,PA,NJ,Box Truck,4.09,3.6,4.83,8
2026-02-09,PA,NJ,Box Truck,3.86,3.4,4.55,9
2026-02-16,PA,NJ,Box Truck,4.19,3.69,4.94,17
2026-02-23,PA,NJ,Box Truck,4.4,3.87,5.19,13
2026-03-02,PA,NJ,Box Truck,4.01,3.53,4.73,7
2026-03-09,PA,NJ,Box Truck,4.33,3.81,5.11,7
2026-03-16,PA,NJ,Box Truck,3.81,3.35,4.5,17
2026-03-23,PA,NJ,Box Truck,3.65,3.21,4.31,10
2026-03-30,PA,NJ,Box Truck,4.22,3.71,4.98,7
2026-04-06,PA,NJ,Box Truck,4.44,3.91,5.24,12
2026-04-13,PA,NJ,Box Truck,4.15,3.65,4.9,9
2026-04-20,PA,NJ,Box Truck,3.87,3.41,4.57,11
2026-04-27,PA,NJ,Box Truck,3.93,3.46,4.64,12
2026-05-04,PA,NJ,Box Truck,3.88,3.41,4.58,11
2026-05-11,PA,NJ,Box Truck,3.97,3.49,4.68,5
2025-12-01,MD,PA,Sprinter Van,3.98,3.5,4.7,4
2025-12-08,MD,PA,Sprinter Van,3.55,3.12,4.19,8
2025-12-15,MD,PA,Sprinter Van,3.48,3.06,4.11,14
2025-12-22,MD,PA,Sprinter Van,3.42,3.01,4.04,15
2025-12-29,MD,PA,Sprinter Van,2.95,2.6,3.48,6
2026-01-05,MD,PA,Sprinter Van,2.94,2.59,3.47,8
2026-01-12,MD,PA,Sprinter Van,3.01,2.65,3.55,16
2026-01-19,MD,PA,Sprinter Van,2.78,2.45,3.28,7
2026-01-26,MD,PA,Sprinter Van,3.15,2.77,3.72,17
2026-02-02,MD,PA,Sprinter Van,2.83,2.49,3.34,7
2026-02-09,MD,PA,Sprinter Van,2.82,2.48,3.33,3
2026-02-16,MD,PA,Sprinter Van,2.6,2.29,3.07,10
2026-02-23,MD,PA,Sprinter Van,2.75,2.42,3.24,7
2026-03-02,MD,PA,Sprinter Van,3.01,2.65,3.55,7
2026-03-09,MD,PA,Sprinter Van,2.95,2.6,3.48,4
2026-03-16,MD,PA,Sprinter Van,2.69,2.37,3.17,15
2026-03-23,MD,PA,Sprinter Van,3.05,2.68,3.6,14
2026-03-30,MD,PA,Sprinter Van,2.9,2.55,3.42,17
2026-04-06,MD,PA,Sprinter Van,2.87,2.53,3.39,3
2026-04-13,MD,PA,Sprinter Van,2.98,2.62,3.52,13
2026-04-20,MD,PA,Sprinter Van,3.27,2.88,3.86,12
2026-04-27,MD,PA,Sprinter Van,3.13,2.75,3.69,18
2026-05-04,MD,PA,Sprinter Van,2.73,2.4,3.22,2
2026-05-11,MD,PA,Sprinter Van,3.04,2.68,3.59,9
2025-12-01,PA,PA,Flatbed,5.03,4.43,5.94,11
2025-12-08,PA,PA,Flatbed,4.1,3.61,4.84,14
2025-12-15,PA,PA,Flatbed,4.39,3.86,5.18,11
2025-12-22,PA,PA,Flatbed,3.94,3.47,4.65,3
2025-12-29,PA,PA,Flatbed,3.97,3.49,4.68,11
2026-01-05,PA,PA,Flatbed,4.01,3.53,4.73,18
2026-01-12,PA,PA,Flatbed,4.03,3.55,4.76,12
2026-01-19,PA,PA,Flatbed,3.77,3.32,4.45,6
2026-01-26,PA,PA,Flatbed,3.58,3.15,4.22,17
2026-02-02,PA,PA,Flatbed,3.59,3.16,4.24,8
2026-02-09,PA,PA,Flatbed,3.42,3.01,4.04,14
2026-02-16,PA,PA,Flatbed,3.29,2.9,3.88,9
2026-02-23,PA,PA,Flatbed,3.92,3.45,4.63,6
2026-03-02,PA,PA,Flatbed,3.46,3.04,4.08,2
2026-03-09,PA,PA,Flatbed,3.8,3.34,4.48,7
2026-03-16,PA,PA,Flatbed,3.38,2.97,3.99,3
2026-03-23,PA,PA,Flatbed,3.61,3.18,4.26,10
2026-03-30,PA,PA,Flatbed,3.96,3.48,4.67,3
2026-04-06,PA,PA,Flatbed,3.8,3.34,4.48,3
2026-04-13,PA,PA,Flatbed,3.87,3.41,4.57,2
2026-04-20,PA,PA,Flatbed,3.32,2.92,3.92,5
2026-04-27,PA,PA,Flatbed,3.65,3.21,4.31,14
2026-05-04,PA,PA,Flatbed,3.38,2.97,3.99,10
2026-05-11,PA,PA,Flatbed,3.7,3.26,4.37,6
2025-12-01,NJ,CT,Box Truck,4.0,3.52,4.72,2
2025-12-08,NJ,CT,Box Truck,3.56,3.13,4.2,5
2025-12-15,NJ,CT,Box Truck,3.79,3.34,4.47,10
2025-12-22,NJ,CT,Box Truck,3.66,3.22,4.32,6
2025-12-29,NJ,CT,Box Truck,3.39,2.98,4.0,5
2026-01-05,NJ,CT,Box Truck,3.37,2.97,3.98,5
2026-01-12,NJ,CT,Box Truck,3.1,2.73,3.66,5
2026-01-19,NJ,CT,Box Truck,3.18,2.8,3.75,8
2026-01-26,NJ,CT,Box Truck,3.29,2.9,3.88,18
2026-02-02,NJ,CT,Box Truck,3.44,3.03,4.06,13
2026-02-09,NJ,CT,Box Truck,3.24,2.85,3.82,11
2026-02-16,NJ,CT,Box Truck,2.84,2.5,3.35,17
2026-02-23,NJ,CT,Box Truck,3.39,2.98,4.0,17
2026-03-02,NJ,CT,Box Truck,2.96,2.6,3.49,2
2026-03-09,NJ,CT,Box Truck,2.73,2.4,3.22,4
2026-03-16,NJ,CT,Box Truck,3.39,2.98,4.0,17
2026-03-23,NJ,CT,Box Truck,2.83,2.49,3.34,4
2026-03-30,NJ,CT,Box Truck,3.29,2.9,3.88,4
2026-04-06,NJ,CT,Box Truck,3.25,2.86,3.83,5
2026-04-13,NJ,CT,Box Truck,3.39,2.98,4.0,9
2026-04-20,NJ,CT,Box Truck,3.06,2.69,3.61,11
2026-04-27,NJ,CT,Box Truck,2.91,2.56,3.43,3
2026-05-04,NJ,CT,Box Truck,2.79,2.46,3.29,7
2026-05-11,NJ,CT,Box Truck,3.36,2.96,3.96,11
2025-12-01,PA,NJ,Refrigerated,5.94,5.23,7.01,15
2025-12-08,PA,NJ,Refrigerated,5.88,5.17,6.94,5
2025-12-15,PA,NJ,Refrigerated,5.88,5.17,6.94,3
2025-12-22,PA,NJ,Refrigerated,4.66,4.1,5.5,6
2025-12-29,PA,NJ,Refrigerated,5.35,4.71,6.31,7
2026-01-05,PA,NJ,Refrigerated,4.8,4.22,5.66,16
2026-01-12,PA,NJ,Refrigerated,5.4,4.75,6.37,10
2026-01-19,PA,NJ,Refrigerated,5.16,4.54,6.09,4
2026-01-26,PA,NJ,Refrigerated,4.45,3.92,5.25,12
2026-02-02,PA,NJ,Refrigerated,4.24,3.73,5.0,14
2026-02-09,PA,NJ,Refrigerated,4.48,3.94,5.29,16
2026-02-16,PA,NJ,Refrigerated,4.34,3.82,5.12,14
2026-02-23,PA,NJ,Refrigerated,4.8,4.22,5.66,17
2026-03-02,PA,NJ,Refrigerated,4.92,4.33,5.81,7
2026-03-09,PA,NJ,Refrigerated,4.17,3.67,4.92,3
2026-03-16,PA,NJ,Refrigerated,5.12,4.51,6.04,7
2026-03-23,PA,NJ,Refrigerated,4.16,3.66,4.91,17
2026-03-30,PA,NJ,Refrigerated,4.93,4.34,5.82,16
2026-04-06,PA,NJ,Refrigerated,4.24,3.73,5.0,14
2026-04-13,PA,NJ,Refrigerated,4.9,4.31,5.78,2
2026-04-20,PA,NJ,Refrigerated,4.99,4.39,5.89,6
2026-04-27,PA,NJ,Refrigerated,4.57,4.02,5.39,17
2026-05-04,PA,NJ,Refrigerated,4.17,3.67,4.92,15
2026-05-11,PA,NJ,Refrigerated,4.53,3.99,5.35,4
2025-12-01,NY,MA,Sprinter Van,3.1,2.73,3.66,18
2025-12-08,NY,MA,Sprinter Van,3.37,2.97,3.98,9
2025-12-15,NY,MA,Sprinter Van,3.44,3.03,4.06,12
2025-12-22,NY,MA,Sprinter Van,3.03,2.67,3.58,5
2025-12-29,NY,MA,Sprinter Van,2.89,2.54,3.41,9
2026-01-05,NY,MA,Sprinter Van,2.84,2.5,3.35,14
2026-01-12,NY,MA,Sprinter Van,2.54,2.24,3.0,3
2026-01-19,NY,MA,Sprinter Van,2.38,2.09,2.81,7
2026-01-26,NY,MA,Sprinter Van,2.62,2.31,3.09,17
2026-02-02,NY,MA,Sprinter Van,2.84,2.5,3.35,7
2026-02-09,NY,MA,Sprinter Van,2.35,2.07,2.77,17
2026-02-16,NY,MA,Sprinter Van,2.51,2.21,2.96,12
2026-02-23,NY,MA,Sprinter Van,2.91,2.56,3.43,3
2026-03-02,NY,MA,Sprinter Van,2.62,2.31,3.09,14
2026-03-09,NY,MA,Sprinter Van,2.56,2.25,3.02,9
2026-03-16,NY,MA,Sprinter Van,2.35,2.07,2.77,16
2026-03-23,NY,MA,Sprinter Van,2.81,2.47,3.32,16
2026-03-30,NY,MA,Sprinter Van,2.36,2.08,2.78,17
2026-04-06,NY,MA,Sprinter Van,2.59,2.28,3.06,5
2026-04-13,NY,MA,Sprinter Van,2.92,2.57,3.45,2
2026-04-20,NY,MA,Sprinter Van,2.37,2.09,2.8,15
2026-04-27,NY,MA,Sprinter Van,2.33,2.05,2.75,2
2026-05-04,NY,MA,Sprinter Van,2.82,2.48,3.33,11
2026-05-11,NY,MA,Sprinter Van,2.86,2.52,3.37,8
2025-12-01,PA,DE,Sprinter Van,3.98,3.5,4.7,12
2025-12-08,PA,DE,Sprinter Van,3.8,3.34,4.48,3
2025-12-15,PA,DE,Sprinter Van,4.12,3.63,4.86,16
2025-12-22,PA,DE,Sprinter Van,3.58,3.15,4.22,17
2025-12-29,PA,DE,Sprinter Van,3.83,3.37,4.52,13
2026-01-05,PA,DE,Sprinter Van,3.72,3.27,4.39,5
2026-01-12,PA,DE,Sprinter Van,3.11,2.74,3.67,9
2026-01-19,PA,DE,Sprinter Van,2.95,2.6,3.48,13
2026-01-26,PA,DE,Sprinter Van,3.5,3.08,4.13,11
2026-02-02,PA,DE,Sprinter Van,3.28,2.89,3.87,13
2026-02-09,PA,DE,Sprinter Van,3.4,2.99,4.01,3
2026-02-16,PA,DE,Sprinter Van,3.56,3.13,4.2,17
2026-02-23,PA,DE,Sprinter Van,2.97,2.61,3.5,15
2026-03-02,PA,DE,Sprinter Van,2.94,2.59,3.47,8
2026-03-09,PA,DE,Sprinter Van,3.0,2.64,3.54,14
2026-03-16,PA,DE,Sprinter Van,3.03,2.67,3.58,8
2026-03-23,PA,DE,Sprinter Van,3.42,3.01,4.04,5
2026-03-30,PA,DE,Sprinter Van,3.45,3.04,4.07,3
2026-04-06,PA,DE,Sprinter Van,3.58,3.15,4.22,5
2026-04-13,PA,DE,Sprinter Van,3.46,3.04,4.08,16
2026-04-20,PA,DE,Sprinter Van,3.21,2.82,3.79,18
2026-04-27,PA,DE,Sprinter Van,2.96,2.6,3.49,17
2026-05-04,PA,DE,Sprinter Van,2.86,2.52,3.37,3
2026-05-11,PA,DE,Sprinter Van,3.29,2.9,3.88,15
2025-12-01,PA,PA,Box Truck,4.91,4.32,5.79,18
2025-12-08,PA,PA,Box Truck,5.13,4.51,6.05,7
2025-12-15,PA,PA,Box Truck,4.91,4.32,5.79,7
2025-12-22,PA,PA,Box Truck,4.82,4.24,5.69,6
2025-12-29,PA,PA,Box Truck,4.03,3.55,4.76,12
2026-01-05,PA,PA,Box Truck,4.34,3.82,5.12,14
2026-01-12,PA,PA,Box Truck,4.13,3.63,4.87,9
2026-01-19,PA,PA,Box Truck,3.87,3.41,4.57,12
2026-01-26,PA,PA,Box Truck,4.42,3.89,5.22,16
2026-02-02,PA,PA,Box Truck,4.27,3.76,5.04,6
2026-02-09,PA,PA,Box Truck,3.89,3.42,4.59,18
2026-02-16,PA,PA,Box Truck,3.78,3.33,4.46,12
2026-02-23,PA,PA,Box Truck,4.18,3.68,4.93,8
2026-03-02,PA,PA,Box Truck,3.69,3.25,4.35,11
2026-03-09,PA,PA,Box Truck,4.15,3.65,4.9,6
2026-03-16,PA,PA,Box Truck,4.43,3.9,5.23,7
2026-03-23,PA,PA,Box Truck,3.98,3.5,4.7,12
2026-03-30,PA,PA,Box Truck,4.17,3.67,4.92,13
2026-04-06,PA,PA,Box Truck,4.03,3.55,4.76,15
2026-04-13,PA,PA,Box Truck,4.14,3.64,4.89,11
2026-04-20,PA,PA,Box Truck,4.33,3.81,5.11,15
2026-04-27,PA,PA,Box Truck,4.27,3.76,5.04,18
2026-05-04,PA,PA,Box Truck,3.6,3.17,4.25,14
2026-05-11,PA,PA,Box Truck,3.64,3.2,4.3,3
2025-12-01,NY,NJ,Box Truck,4.05,3.56,4.78,7
2025-12-08,NY,NJ,Box Truck,4.16,3.66,4.91,10
2025-12-15,NY,NJ,Box Truck,3.33,2.93,3.93,3
2025-12-22,NY,NJ,Box Truck,3.7,3.26,4.37,11
2025-12-29,NY,NJ,Box Truck,3.2,2.82,3.78,3
2026-01-05,NY,NJ,Box Truck,3.24,2.85,3.82,16
2026-01-12,NY,NJ,Box Truck,2.95,2.6,3.48,9
2026-01-19,NY,NJ,Box Truck,3.36,2.96,3.96,14
2026-01-26,NY,NJ,Box Truck,2.89,2.54,3.41,11
2026-02-02,NY,NJ,Box Truck,3.22,2.83,3.8,3
2026-02-09,NY,NJ,Box Truck,3.4,2.99,4.01,14
2026-02-16,NY,NJ,Box Truck,3.02,2.66,3.56,12
2026-02-23,NY,NJ,Box Truck,3.42,3.01,4.04,3
2026-03-02,NY,NJ,Box Truck,2.72,2.39,3.21,10
2026-03-09,NY,NJ,Box Truck,2.86,2.52,3.37,16
2026-03-16,NY,NJ,Box Truck,3.32,2.92,3.92,13
2026-03-23,NY,NJ,Box Truck,3.27,2.88,3.86,8
2026-03-30,NY,NJ,Box Truck,3.28,2.89,3.87,8
2026-04-06,NY,NJ,Box Truck,2.93,2.58,3.46,7
2026-04-13,NY,NJ,Box Truck,3.44,3.03,4.06,4
2026-04-20,NY,NJ,Box Truck,2.85,2.51,3.36,7
2026-04-27,NY,NJ,Box Truck,3.25,2.86,3.83,5
2026-05-04,NY,NJ,Box Truck,2.99,2.63,3.53,15
2026-05-11,NY,NJ,Box Truck,2.92,2.57,3.45,10
2025-12-01,PA,NY,Box Truck,3.77,3.32,4.45,10
2025-12-08,PA,NY,Box Truck,3.18,2.8,3.75,16
2025-12-15,PA,NY,Box Truck,3.7,3.26,4.37,6
2025-12-22,PA,NY,Box Truck,3.05,2.68,3.6,12
2025-12-29,PA,NY,Box Truck,3.42,3.01,4.04,11
2026-01-05,PA,NY,Box Truck,3.24,2.85,3.82,13
2026-01-12,PA,NY,Box Truck,2.84,2.5,3.35,12
2026-01-19,PA,NY,Box Truck,3.09,2.72,3.65,7
2026-01-26,PA,NY,Box Truck,3.0,2.64,3.54,18
2026-02-02,PA,NY,Box Truck,2.74,2.41,3.23,14
2026-02-09,PA,NY,Box Truck,2.69,2.37,3.17,9
2026-02-16,PA,NY,Box Truck,3.26,2.87,3.85,12
2026-02-23,PA,NY,Box Truck,2.86,2.52,3.37,11
2026-03-02,PA,NY,Box Truck,2.78,2.45,3.28,18
2026-03-09,PA,NY,Box Truck,2.96,2.6,3.49,2
2026-03-16,PA,NY,Box Truck,2.71,2.38,3.2,13
2026-03-23,PA,NY,Box Truck,2.94,2.59,3.47,9
2026-03-30,PA,NY,Box Truck,3.31,2.91,3.91,12
2026-04-06,PA,NY,Box Truck,2.9,2.55,3.42,5
2026-04-13,PA,NY,Box Truck,2.9,2.55,3.42,11
2026-04-20,PA,NY,Box Truck,2.64,2.32,3.12,18
2026-04-27,PA,NY,Box Truck,3.21,2.82,3.79,13
2026-05-04,PA,NY,Box Truck,2.99,2.63,3.53,18
2026-05-11,PA,NY,Box Truck,2.94,2.59,3.47,3
2025-12-01,DE,NJ,Sprinter Van,3.44,3.03,4.06,12
2025-12-08,DE,NJ,Sprinter Van,3.25,2.86,3.83,5
2025-12-15,DE,NJ,Sprinter Van,2.9,2.55,3.42,2
2025-12-22,DE,NJ,Sprinter Van,3.17,2.79,3.74,8
2025-12-29,DE,NJ,Sprinter Van,3.12,2.75,3.68,8
2026-01-05,DE,NJ,Sprinter Van,3.17,2.79,3.74,15
2026-01-12,DE,NJ,Sprinter Van,3.06,2.69,3.61,8
2026-01-19,DE,NJ,Sprinter Van,2.78,2.45,3.28,15
2026-01-26,DE,NJ,Sprinter Van,2.77,2.44,3.27,4
2026-02-02,DE,NJ,Sprinter Van,2.83,2.49,3.34,6
2026-02-09,DE,NJ,Sprinter Van,2.37,2.09,2.8,12
2026-02-16,DE,NJ,Sprinter Van,2.38,2.09,2.81,4
2026-02-23,DE,NJ,Sprinter Van,2.39,2.1,2.82,10
2026-03-02,DE,NJ,Sprinter Van,2.71,2.38,3.2,9
2026-03-09,DE,NJ,Sprinter Van,2.94,2.59,3.47,15
2026-03-16,DE,NJ,Sprinter Van,2.6,2.29,3.07,14
2026-03-23,DE,NJ,Sprinter Van,2.63,2.31,3.1,2
2026-03-30,DE,NJ,Sprinter Van,2.6,2.29,3.07,5
2026-04-06,DE,NJ,Sprinter Van,2.7,2.38,3.19,4
2026-04-13,DE,NJ,Sprinter Van,2.84,2.5,3.35,3
2026-04-20,DE,NJ,Sprinter Van,2.8,2.46,3.3,4
2026-04-27,DE,NJ,Sprinter Van,2.58,2.27,3.04,18
2026-05-04,DE,NJ,Sprinter Van,2.42,2.13,2.86,11
2026-05-11,DE,NJ,Sprinter Van,2.74,2.41,3.23,11
2025-12-01,PA,NJ,Sprinter Van,4.18,3.68,4.93,14
2025-12-08,PA,NJ,Sprinter Van,4.46,3.92,5.26,2
2025-12-15,PA,NJ,Sprinter Van,4.02,3.54,4.74,9
2025-12-22,PA,NJ,Sprinter Van,3.59,3.16,4.24,14
2025-12-29,PA,NJ,Sprinter Van,4.11,3.62,4.85,11
2026-01-05,PA,NJ,Sprinter Van,4.14,3.64,4.89,6
2026-01-12,PA,NJ,Sprinter Van,3.45,3.04,4.07,13
2026-01-19,PA,NJ,Sprinter Van,3.91,3.44,4.61,2
2026-01-26,PA,NJ,Sprinter Van,3.47,3.05,4.09,6
2026-02-02,PA,NJ,Sprinter Van,3.11,2.74,3.67,2
2026-02-09,PA,NJ,Sprinter Van,3.48,3.06,4.11,14
2026-02-16,PA,NJ,Sprinter Van,3.45,3.04,4.07,4
2026-02-23,PA,NJ,Sprinter Van,3.26,2.87,3.85,13
2026-03-02,PA,NJ,Sprinter Van,3.19,2.81,3.76,18
2026-03-09,PA,NJ,Sprinter Van,3.13,2.75,3.69,7
2026-03-16,PA,NJ,Sprinter Van,3.19,2.81,3.76,10
2026-03-23,PA,NJ,Sprinter Van,3.17,2.79,3.74,7
2026-03-30,PA,NJ,Sprinter Van,3.56,3.13,4.2,3
2026-04-06,PA,NJ,Sprinter Van,3.71,3.26,4.38,16
2026-04-13,PA,NJ,Sprinter Van,3.54,3.12,4.18,4
2026-04-20,PA,NJ,Sprinter Van,3.25,2.86,3.83,4
2026-04-27,PA,NJ,Sprinter Van,3.22,2.83,3.8,8
2026-05-04,PA,NJ,Sprinter Van,3.61,3.18,4.26,17
2026-05-11,PA,NJ,Sprinter Van,3.8,3.34,4.48,13
